filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
disco.00052.wav,30.00018140589569,0.416339,0.078350276,0.1252895,0.0020069953,2590.8952655819676,256323.62138323925,2163.0263132751998,67103.01060546517,5061.243667071491,947836.026568755,0.16977497522718485,0.0026735134613512456,-0.0023758628,0.005537375,-0.0016033195,0.00708136,[123.046875],-70.546455,1642.0,90.50209,355.88278,-48.06134,331.05273,36.66895,204.1128,-17.68213,164.07782,21.58345,132.64745,-30.1917,99.00253,24.033106,98.09903,-20.45255,85.846176,14.475555,77.52545,-18.49691,86.1905,9.121702,53.907707,-12.047788,59.538036,6.267945,55.81011,-11.548881,50.164413,4.9076533,40.30359,-7.8757615,38.911003,-0.64561266,45.671177,-4.357143,41.665054,0.19585001,45.507214
disco.00046.wav,30.00018140589569,0.37654737,0.09344698,0.11295764,0.0030043013,2259.6134224825123,278627.006907267,2273.0172811903217,137461.57247221816,4889.510959704901,1490222.969409683,0.11419814626836813,0.002289071472681703,1.0616236e-05,0.004072706,0.000114897666,0.007152348,[123.046875],-125.7326,3105.4521,101.78745,404.34967,-17.478827,445.73413,33.670853,316.3539,-15.239171,154.50967,23.69821,220.6776,-8.662552,152.48062,18.54315,99.66821,-14.05449,74.36567,19.96738,76.5486,-15.139365,73.96662,12.968244,69.99595,-14.305062,98.577095,3.0324693,80.18119,-7.0880313,97.76652,1.6227924,103.94122,-3.8986883,108.52525,5.3808336,62.329407,0.96389437,115.65549,2.68843,74.67098
disco.00091.wav,30.00018140589569,0.41658926,0.09535009,0.17357677,0.010256322,2038.0233324903531,618778.7718981509,2079.8453104112837,250400.33901032392,4205.2946794337295,2700867.6751344833,0.09160579200502707,0.0030485634060645984,0.0026023989,0.014435099,0.0036747348,0.016034614,[99.38401442],-116.882385,8458.225,98.47117,945.4079,-18.994413,822.15717,44.840286,182.68246,3.8026056,166.25345,28.490913,131.29749,-1.1055838,130.2165,14.694503,116.35645,-7.7551017,103.047,9.754843,121.86794,-10.107707,97.66674,6.374911,92.33367,-3.9110444,75.86403,7.904995,95.12092,-3.2170568,89.90858,0.13055524,70.91679,-7.8425574,79.64582,-1.7268641,86.73033,-2.4234636,83.60494,-0.7186083,118.46063
disco.00085.wav,30.00018140589569,0.5680954,0.07834053,0.089196034,0.003035963,3004.282384496403,830374.4167737489,2745.8232203848042,55900.31462533042,6576.211923125725,802542.7997544548,0.1586842311968291,0.00959489825352795,-8.204375e-05,0.0019240578,-0.00051539793,0.0063760015,[123.046875],-166.88416,5414.4976,67.67795,1010.69763,11.208783,673.8134,37.44182,418.0,-10.936877,219.06429,27.39581,184.50822,-18.942213,147.49341,27.296139,74.22068,-15.84909,103.12715,20.541365,79.45681,-8.619039,98.91399,14.184042,83.04305,-6.046257,71.331894,12.007288,77.818504,-6.077664,94.63388,7.2749496,61.226955,-4.232254,68.001816,5.1271224,61.372765,-4.5258017,56.357464,3.4588468,44.462906
disco.00084.wav,30.00018140589569,0.5036078,0.08833508,0.06199186,0.0023188333,2455.249157805731,569631.3644362005,2100.2474541180777,89166.80618003699,4726.57972012761,1390971.1526103716,0.15141816814095127,0.006719794812698908,-8.2742245e-06,0.00070542976,-2.103826e-06,0.004432405,[112.34714674],-197.21649,9032.983,83.34771,1093.1187,-38.580997,763.21423,43.675888,324.35345,-7.3024435,162.15137,25.634623,116.61217,-8.65946,84.157974,13.366769,117.28942,-12.161141,75.15694,12.144545,76.569824,-12.045273,69.82126,10.619484,48.018154,-2.3993301,86.50581,12.016626,84.59317,1.38305,150.80858,6.762504,71.58966,-3.3720646,58.763832,-1.6578997,40.968033,0.067832574,46.62308,1.4053442,36.5086
disco.00090.wav,30.00018140589569,0.4853454,0.076703906,0.09060119,0.0028783325,2574.4596637613236,432699.5723700002,2396.4319550059613,95936.23070105186,5458.62535799739,1467936.101811084,0.14611353804137664,0.004203579946984526,2.9854136e-06,0.002571001,5.465048e-05,0.0057611037,[129.19921875],-125.691124,1860.995,88.54062,583.1719,-16.764917,353.594,42.78476,206.76556,-9.905494,120.22728,29.165888,102.353004,-19.357843,92.69958,20.46263,68.83755,-16.48972,65.19472,15.013232,55.798145,-8.7628,53.619,12.773269,45.487083,-7.7579846,41.074554,7.044875,42.845665,-8.517818,33.039425,3.2749631,32.60456,-6.4780283,43.295673,5.800038,32.013554,-3.495919,35.273003,-0.05712172,35.27227
disco.00047.wav,30.00018140589569,0.2205651,0.09284394,0.046983007,0.0010744882,1710.9750338916162,418561.88496609684,1620.2378538583635,118043.24348579219,3238.8652049195184,1212401.5040300253,0.08700922636310905,0.002808132910361682,-1.4789355e-06,0.0026349137,-1.4074273e-05,0.00018349913,[123.046875],-280.8543,3968.7654,120.81254,580.74384,-37.62976,709.2139,28.712122,269.198,-10.775235,164.16042,-6.4053197,174.365,-13.794428,118.33994,-4.07455,103.40356,-14.849012,103.48059,4.796448,213.42447,-20.164259,74.48082,-5.091476,67.98032,-6.7900014,71.13455,-6.412713,117.14793,-1.754004,64.703255,-4.1189713,129.81454,3.4081714,143.84174,4.254298,155.2301,0.9961995,125.48295,-1.1637301,136.16301
disco.00053.wav,30.00018140589569,0.4678341,0.08059702,0.172544,0.005329679,3078.471520466789,1230642.8488816689,2709.964770671987,148767.90529943616,6405.67828043431,1779055.8839519534,0.15421266253383603,0.009904541076811699,-6.537225e-06,0.015608141,-3.789021e-06,0.010279107,[135.99917763],-108.56484,11367.452,69.97128,1738.2552,14.885138,1436.9714,45.513443,285.3182,-5.3743443,235.53809,41.795094,137.05016,-13.517867,89.09086,32.5666,83.8459,-20.381012,82.27743,23.436947,68.18211,-12.128745,52.609688,18.002756,45.29607,-9.027057,52.169556,7.001934,40.327175,-4.7258625,57.67344,2.3437288,50.851532,0.20123759,48.149174,2.34515,49.219692,-0.7825802,47.111107,-0.5916407,39.19179
disco.00045.wav,30.013333333333332,0.40729585,0.08255386,0.13538006,0.002810124,2248.0305097896653,840207.9236606207,2368.674846875565,326713.4250044194,4609.5460117278135,3736132.1992027652,0.10971902491782676,0.004336851866243077,-2.015428e-06,0.0068433457,-6.2473123e-06,0.00737725,[123.046875],-81.30502,3995.2007,106.47954,1476.5499,-9.540607,422.58575,17.966782,234.86263,3.0102844,188.79565,8.3009615,146.80525,3.889344,100.872284,4.250727,50.90834,-3.7409382,55.17034,-2.074669,37.895683,-2.2095342,43.241734,-4.5908613,43.938496,-1.1636229,45.6119,-1.8775957,40.068203,-0.22499166,32.245476,-1.04435,30.933718,-3.28482,30.862686,-1.8713301,37.319523,-0.71363634,50.328857,-0.5518958,42.52589
disco.00051.wav,30.00018140589569,0.46042803,0.070020646,0.10630639,0.0012365454,2650.733012294551,206851.409644734,2308.7574488392247,53518.522982628194,5370.86048524507,710165.7149554802,0.15762987601508122,0.0017800382463059401,8.456498e-05,0.004368107,0.000779768,0.0041863965,[107.66601562],-77.267006,1660.8079,89.393135,320.2885,-34.23403,288.6304,38.691704,146.6706,-22.262562,113.024414,31.242887,73.69,-16.381735,95.466606,22.335463,45.89366,-16.01921,51.487232,19.276945,65.81354,-13.239378,46.715183,16.7234,36.64753,-10.390649,31.676987,11.385492,31.795738,-8.541532,31.429144,5.729236,32.961952,-8.343389,27.728296,3.056499,30.781658,-7.58229,28.195158,2.2471564,28.08587
