filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
metal.00022.wav,30.00018140589569,0.36999747,0.079562195,0.19874765,0.0026183715,2218.8259040519374,91215.07446051948,2226.27489394997,18358.85791122906,4780.271171693736,244187.68148727552,0.10695209783449343,0.00103272439212425,5.3710244e-07,0.019626245,-2.9825758e-05,0.009283236,[135.99917763],-45.855606,917.0543,107.999084,158.49457,-11.737645,140.77054,66.32688,79.23259,-30.206825,64.90731,9.242658,110.71266,-25.778027,49.075886,21.871576,47.94202,-17.935884,32.37733,10.272776,43.957836,-14.112474,38.1883,18.74616,30.916199,-14.23165,29.243511,-2.2294464,33.885826,-5.779099,29.784779,-5.8612456,45.802616,-2.5481036,51.25117,1.4804813,35.25866,-5.618702,22.502893,-2.821037,27.976828
metal.00036.wav,30.00018140589569,0.51907456,0.070916586,0.112159654,0.0008302136,2685.6780925496114,177717.7050328798,2317.579770040568,34559.71378562712,5331.258043612239,544148.0262639293,0.16043343363302398,0.002392852449950552,3.4833e-06,0.004644601,0.0002974442,0.0035892415,[143.5546875],-71.29067,726.5233,82.33941,269.63385,-30.162804,177.07668,56.456177,113.05685,-10.86737,87.51739,26.810652,61.233845,-15.801576,63.901985,25.331217,41.93804,-15.626408,46.434643,17.750357,56.882275,-13.054565,50.637573,14.61381,38.4828,-14.269172,47.62013,9.53343,34.436546,-10.371092,33.45055,8.0878525,41.508488,-7.4607277,26.306587,5.422095,33.29313,-4.3960843,32.8956,3.0448642,32.449074
metal.00037.wav,30.00018140589569,0.39589715,0.08210915,0.11196359,0.00033028377,2292.5497865813372,175748.50294904568,2149.4407492861374,44392.822719104974,4820.373223607889,561128.2477462925,0.12360086463167054,0.0017099462703664226,-0.00071478984,0.006622452,-0.002334097,0.0022245985,[135.99917763],-79.10418,331.43594,106.81736,219.10074,-38.745987,135.11043,39.85337,63.58814,-26.75446,44.725506,32.47149,37.171417,-15.025887,61.496265,29.701763,43.35062,-11.370744,45.657448,13.771312,45.88268,-14.506494,49.300503,16.162413,45.447678,-3.0711157,62.527527,3.5666041,41.467823,-17.278639,40.34073,-2.1247182,33.29706,-12.567954,44.22297,-1.2384822,34.143246,-1.2078115,36.11197,9.03112,45.204792
metal.00023.wav,30.00018140589569,0.52733916,0.068761826,0.19521451,0.0012767686,2575.345360544757,143878.258041065,2237.060876131609,55869.823201293104,5056.738847701567,424667.625476711,0.131706408908546,0.0017346576141237077,9.0485755e-06,0.021152448,0.0006439352,0.0060300357,[143.5546875],-43.797504,877.4048,82.774704,240.60349,-29.60919,257.11392,70.39718,129.08664,-21.588846,54.259045,31.144138,66.23138,2.0903714,72.11136,28.873167,41.9929,-2.6873274,66.95263,19.88248,37.418198,-6.9340773,37.503845,19.120056,35.813484,-7.368736,29.833858,7.8821387,24.663261,-13.857293,21.494347,4.0573115,24.107218,-6.8659444,23.937353,-1.7948395,39.209442,1.4592779,32.095875,4.5334754,21.62332
metal.00009.wav,30.00018140589569,0.52700156,0.0607312,0.3126573,0.0010488922,2250.828321006332,96672.76514763564,2390.0458819683004,25842.698338445683,5112.253876794519,251173.93818111508,0.09464725928074245,0.0005551295220107806,6.0696802e-06,0.053778917,-0.00040432726,0.013985493,[112.34714674],3.6384392,542.8477,104.7562,191.27483,-0.83301294,114.86339,55.920498,222.62828,-29.22942,79.59061,31.247389,64.44381,-14.189062,61.736134,20.214333,50.34738,-8.272821,49.55866,15.177011,39.986603,-14.592086,22.94044,15.659341,28.181833,-12.991375,22.85443,15.278264,28.31071,-6.923677,26.474508,9.862303,29.91143,-6.496096,21.491547,4.8992133,19.935987,-0.7789401,19.202557,6.45774,18.523048
metal.00035.wav,30.00018140589569,0.50150317,0.07315094,0.27069268,0.0039026765,2836.990868740129,241067.18140630177,2339.3829884349966,84430.05432601336,5615.31146905815,722851.2917251867,0.16275324161349575,0.0031975248150933064,-1.6679944e-05,0.03789282,-0.00065393915,0.014041564,[117.45383523],13.474995,1896.7424,78.02255,345.59625,-32.99472,404.28818,55.53537,116.597,-9.96921,58.135696,35.403954,78.860634,-17.637697,84.57061,29.051128,72.19347,-11.246763,71.61363,14.006471,86.19896,-10.087249,50.16273,16.530062,75.03371,-8.482169,33.898872,5.913535,53.022354,-11.870781,34.790245,6.4420805,53.71591,-11.154763,29.961527,-0.19959657,57.61811,-2.186954,23.30705,1.3906641,28.913225
metal.00021.wav,30.00018140589569,0.5255933,0.06713821,0.10841584,0.00081214996,3046.637596378214,160340.03146237053,2324.274183020366,25344.550066040134,5734.984785110933,378303.50716784486,0.19154597471964424,0.002583049404316222,-0.0034122108,0.0051289825,-0.0042690434,0.0029380044,[107.66601562],-76.301384,621.5594,61.76604,203.42278,-37.113945,146.89465,62.4425,111.29294,-14.826138,73.34201,34.56099,64.618195,-11.486592,85.98619,30.955881,34.679375,-12.274118,56.344307,22.304583,41.305614,-7.5076523,47.191765,17.840624,28.97724,-11.123554,34.60674,10.227721,43.068977,-10.797044,51.14512,5.1556096,44.712337,-7.7193165,44.05444,2.5853999,47.41674,-3.0819,50.17652,2.6620095,42.444115
metal.00020.wav,30.00018140589569,0.49600765,0.072870485,0.11726673,0.00086620817,2657.9674957848256,189113.30436626598,2345.6871619217613,32712.829784863683,5358.286959831787,591745.1805911671,0.15234903688128384,0.0020729704132608434,-0.0025963928,0.0050410666,-0.004538027,0.0039357087,[99.38401442],-75.01482,1273.8434,81.182755,297.56473,-20.20419,109.19615,68.30383,96.22707,-11.353893,62.308167,23.65647,70.24151,-19.828419,57.675323,24.192091,34.41634,-13.164456,42.827316,22.281841,45.691574,-11.552501,44.697006,13.55542,32.939346,-15.050375,28.744333,3.3055708,32.496716,-10.503453,28.474442,5.0824904,27.75553,-10.67766,26.512857,3.8682773,25.586306,-4.9394464,24.455713,3.2592075,25.145037
metal.00034.wav,30.00018140589569,0.40696466,0.08311221,0.09046083,0.00061618385,2707.018738133517,441888.8626106109,2234.822828256973,71780.72125407869,5291.122684345998,982737.2041075868,0.16082730628866976,0.003331069110539354,-5.6821398e-05,0.0036186918,-0.0004292091,0.0021851168,[161.49902344],-104.72376,2872.432,87.75372,796.52783,-33.24886,364.55878,48.474255,416.7347,-28.912521,163.06093,22.514238,129.49904,-24.98013,118.949356,20.53738,92.93501,-12.0629835,81.39611,18.249126,97.59214,-15.186173,62.45229,10.295276,64.39218,-13.891189,90.38311,10.281916,88.07247,-4.6970162,169.37262,9.941506,86.627686,-5.6219487,102.94231,4.7915907,81.00801,-11.673745,58.49765,2.961579,57.05717
metal.00008.wav,30.00018140589569,0.4666515,0.082233176,0.058365826,0.00020354417,2966.002257457456,852372.5270820827,2759.0013961515715,283177.68028038344,6189.363682297709,3240794.3958365144,0.14056155742459397,0.0050518168229779685,2.501826e-06,0.0019551492,3.3900556e-05,0.00079839665,[117.45383523],-149.9959,1773.6387,67.87112,740.1548,-6.662219,494.84,32.076027,177.89922,6.0948653,170.57942,12.234471,118.68365,9.144557,97.99412,10.1837845,112.212006,3.7711596,65.402405,10.598272,81.24822,0.76798576,54.987553,7.7185936,63.78128,-1.1560501,52.1395,-3.2983496,36.790653,-7.5336413,38.822556,0.42327073,45.34793,-4.0075684,42.737156,1.2604561,47.92454,1.4773557,45.383427,5.4814763,51.30546
