filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
reggae.00080.wav,30.00018140589569,0.47689047,0.09386326,0.19564289,0.010611641,2539.0813791672913,876180.2892174196,2644.4142912245393,166273.90824449182,5260.713071889501,2788435.105523787,0.09429756984725444,0.004990525687576464,-0.00015417457,0.02765202,-0.0010669327,0.008858779,[99.38401442],-103.16384,5829.178,67.2257,850.62683,2.226533,719.33295,28.500446,285.35306,4.1723447,219.53828,11.872511,225.87964,14.247098,246.70538,14.287374,121.542015,3.257277,107.13899,15.844996,145.39442,8.035183,127.21075,4.460183,51.482357,8.673221,58.716694,8.064099,53.472607,7.9784765,70.77141,5.014976,63.213917,3.729425,44.314583,-0.33167392,42.79377,-0.93590194,66.89265,-1.0804808,76.829124
reggae.00094.wav,30.00018140589569,0.36566654,0.08691783,0.13466951,0.0013122483,2022.4897299646068,545518.7954008227,2129.800378680689,184319.38010463282,3834.3673529038574,2390564.49643796,0.09561853489945862,0.002610566388172634,1.7799579e-07,0.0109129045,-0.00013804006,0.0036815796,[129.19921875],-97.79847,2043.4918,108.82947,829.5197,-24.920456,339.01157,21.30602,188.91544,12.562689,111.98555,7.7732735,100.03684,-3.2863526,92.35495,3.5319328,71.62211,0.68951005,72.35784,4.194191,53.04997,-9.668842,54.468685,4.2639046,42.33859,2.4580407,47.01821,-6.626148,37.0138,-3.1611323,37.799583,-1.1015102,48.05189,-4.8297143,41.267403,-0.11752558,45.3641,-7.432729,42.745316,-7.7036467,34.163227
reggae.00043.wav,30.00018140589569,0.33474743,0.085334376,0.11060819,0.0017791479,1484.7799127882438,114489.80261179713,1644.2103909417722,51267.28769503692,2775.1852296621228,213222.4006421705,0.0760128909271075,0.0011335038664281008,2.8364814e-06,0.009363294,-1.3972944e-05,0.0021260243,[151.99908088],-164.63869,3403.6133,142.70457,377.48975,-41.48605,323.96664,41.21754,102.853745,16.174034,245.24736,-5.580434,132.3319,7.6316433,65.25389,5.6135707,72.7558,0.7995732,54.48696,-10.474629,76.42154,-2.3371587,76.33392,-0.49053875,55.055187,-3.068359,51.32424,-0.6001075,52.46365,1.1469201,56.16704,0.73501414,52.962616,1.0511472,48.333794,1.9861741,51.753696,3.4934142,53.81541,5.303734,59.11227
reggae.00057.wav,30.00018140589569,0.3731504,0.09515099,0.10329819,0.002297012,2169.655945204143,1075868.05957559,2576.9324817923703,432168.18519990303,4773.88448693083,5835734.684671933,0.07884288295146945,0.003270998927415654,-0.0050782044,0.0070471573,-0.0033784076,0.002663005,[95.703125],-177.44118,6644.175,98.32117,1625.6984,14.729943,678.44556,21.141994,492.92435,14.945246,256.24658,10.197005,135.06287,4.9809175,153.39583,0.84407985,122.626434,4.833774,134.49149,6.8653493,110.70577,3.542343,69.8695,-0.35030088,79.437065,0.57976717,84.27535,1.374254,92.79979,2.0125644,108.069435,-0.30766255,72.74542,-1.3686295,67.81372,2.897048,84.25134,-0.9806243,80.86825,-0.52107495,102.03074
reggae.00056.wav,30.00018140589569,0.37048218,0.09319975,0.10047588,0.0024733506,2173.8734625124002,912159.2645477172,2460.4707668400697,358655.39636107074,4658.516146135441,4677263.833200356,0.08315697807907967,0.003062288488425889,-0.0054243915,0.0070195072,-0.0026704539,0.0026940145,[161.49902344],-162.50012,6074.8843,98.50553,1059.3834,-1.6392875,563.6512,20.811337,363.2437,12.054913,317.6692,11.739407,187.8596,6.0876856,139.10368,4.9532595,102.78614,1.6935803,115.412834,3.0457835,84.43924,-0.85816646,72.736595,4.114119,67.70163,3.421534,67.65528,-1.3967791,62.04522,2.279808,66.79681,-3.7148108,79.69692,-6.494618,83.806465,2.5868888,94.9299,1.4093591,87.719345,2.230087,76.5082
reggae.00042.wav,30.00018140589569,0.433583,0.08374285,0.07124089,0.001475891,2479.9910631244234,685865.7290798507,2521.638403041838,297962.87685153,5047.412789116879,3712440.3673862168,0.105634531491686,0.003312765851375345,-0.0009531615,0.0031004606,-0.0010670853,0.0017705036,[123.046875],-174.87035,3922.7905,79.32584,614.1839,-24.305243,781.24176,17.970098,357.2174,24.484268,260.75565,15.731203,126.379,7.4711018,161.09465,4.228036,97.60392,3.9252238,92.242096,4.8089337,92.72464,2.7649367,85.64028,1.7253926,67.09513,-2.3426092,80.16408,-1.5954624,69.55677,-4.445672,65.237656,-0.3664429,80.07535,-2.4289129,77.87272,1.4903154,58.074863,-0.32953614,40.761402,-3.6637068,53.74918
reggae.00095.wav,30.00018140589569,0.42451566,0.080797836,0.1622456,0.004127433,2617.1778004437388,509002.5451771645,2787.445314397826,156054.0324368413,5719.163792869054,1827027.0225189638,0.1031685790071539,0.0026254214747363823,-7.781399e-06,0.011128766,-8.685721e-05,0.008803917,[123.046875],-69.06215,2775.0664,79.14716,285.84543,13.084549,522.0888,29.383537,136.53831,0.2798948,105.78965,4.1548095,72.77656,-0.44261524,119.41341,0.17704026,80.418144,2.8039238,61.12147,0.6051489,78.83616,-2.8017468,35.620106,-0.5161708,41.71518,-3.1838446,45.638107,-7.2210145,33.944725,-4.4067698,39.08845,-6.802467,40.639545,-9.391648,29.34289,-2.3476753,31.817772,-5.940138,29.777332,-7.3609853,33.012676
reggae.00081.wav,30.00018140589569,0.47341308,0.09289486,0.17930187,0.009920103,2566.857509327373,980710.7436197568,2629.6311437805616,217305.03528505712,5313.696742223753,3138855.9240418794,0.09938166147041763,0.005637127541157583,-0.00013635155,0.023608515,-0.0012324004,0.007621291,[99.38401442],-115.755066,6232.869,67.079124,968.14606,1.8834685,880.3861,29.096535,318.87393,4.006483,255.83382,12.040892,258.3198,14.014687,266.65805,14.933622,130.7653,2.3025777,113.616104,17.06946,167.40027,7.582193,125.72629,4.990229,54.753494,8.53706,61.38979,8.276883,56.079876,7.8961043,71.84844,5.8674073,64.095184,3.1157613,45.09632,0.05220191,42.99611,-1.5401648,71.984665,-1.2690055,76.87318
reggae.00097.wav,30.00018140589569,0.27205926,0.08701598,0.1106856,0.0026050631,2007.062445922458,305266.85532624496,2111.0783106345257,118575.6655957473,4137.222778603538,1091326.7335187625,0.09398639912026295,0.001726295246414254,-0.005097927,0.010298639,-0.0010907545,0.001653889,[161.49902344],-142.80992,4060.3828,103.12614,412.71597,-15.227191,534.4006,38.256912,312.2074,-13.002163,143.05594,2.7503061,156.60973,-1.6656563,195.87126,-3.4389293,85.83799,-4.452703,88.07713,-9.288576,86.29756,-10.127065,67.994644,-2.1181872,67.45271,-4.4648905,58.185883,-7.907151,71.37061,-3.7399898,43.60146,0.5155088,62.15335,-5.030152,52.649796,0.30930105,74.11891,1.5792602,118.93862,1.2140526,111.24844
reggae.00083.wav,30.00018140589569,0.32666746,0.091457255,0.056750834,0.0010728346,1366.684988019676,468794.5615560254,1737.1894704945744,185452.97669193865,2563.3254898673144,2600755.452697317,0.0711814367024362,0.002746899218491866,-0.002217519,0.0031615049,-0.0011569846,0.00037812136,[129.19921875],-285.87192,7589.7603,138.68126,1418.8441,19.889305,1004.13257,35.23311,438.09985,-8.01805,338.19562,7.0739446,156.7334,5.402232,260.30307,-3.2044294,81.9218,-1.1590015,101.57338,3.1945815,104.975555,1.4917812,126.88239,-4.045572,120.89182,-6.3234906,148.77393,-0.9284374,120.26709,-4.3736997,135.4272,2.8759425,76.08694,1.2425876,134.98781,1.9672704,140.78749,0.77872026,109.17302,-4.2754908,177.80748
reggae.00054.wav,30.00018140589569,0.39642534,0.09302845,0.09683505,0.002178945,2542.4832684960497,1668261.0475695522,2726.2070508495426,537132.4328776777,5477.693817067865,7368131.672708926,0.10157722774071926,0.006733152323083717,-0.0057139667,0.007367707,-0.0027567798,0.002167329,[143.5546875],-182.2128,6231.1123,83.503174,1625.8702,4.883158,939.7299,12.692699,416.06357,30.064579,235.64421,17.202955,170.61063,6.1048517,142.58023,7.6960196,121.40366,7.1469874,90.53452,8.881941,72.58755,-2.1440816,99.71246,5.7184424,63.421574,1.4553062,73.07224,-4.9348474,80.79706,2.9161978,66.10498,2.1959825,59.066433,-3.2292233,63.325714,0.7557456,71.04134,-1.6916461,70.97195,-0.63243383,84.656975
reggae.00040.wav,30.013333333333332,0.30251363,0.09504286,0.03904713,0.0008975366,2032.5080276475067,845457.2376476377,1850.502363807256,134247.9902383503,3839.0303821962007,1953740.6502482037,0.1010474067092034,0.007547032824122208,-7.2595253e-06,0.0013610073,-9.044245e-06,0.0006125266,[92.28515625],-296.14597,14087.329,93.16974,1567.5648,-31.418373,625.7825,29.494478,902.222,-18.943125,355.6414,1.9469982,354.2736,-19.490215,298.95175,-6.23907,208.04317,-24.016157,141.8135,-7.1000195,115.83164,-14.198106,211.78403,3.2807312,201.75162,-10.582574,232.00009,-2.7949562,102.28375,-10.79673,89.692505,-6.704186,88.67273,-8.503935,49.949814,-3.1265094,60.676285,-7.0537586,81.66851,-4.760918,72.59607
reggae.00068.wav,30.00018140589569,0.3585137,0.100277066,0.09531278,0.0017871393,2104.6950620563575,897317.0125859198,2311.3531716299854,196488.69636765466,4381.024269050899,3182848.3575871955,0.07783120045436968,0.0031076576346968946,-8.2753795e-06,0.0071377372,4.8768317e-05,0.001689594,[135.99917763],-194.7791,6075.1626,83.05221,1399.5688,-0.7635783,493.7733,32.33564,377.8466,2.8098266,217.07149,23.164373,147.10704,2.9725366,291.4371,14.224824,98.97031,8.545868,110.537025,10.442086,156.8332,7.072537,110.794106,8.811519,81.310844,1.4220295,63.602646,5.406333,51.74722,2.7486744,58.123367,5.246519,55.453114,1.6419295,87.3521,0.509257,70.04713,1.1366339,76.8395,-1.5712875,69.00772
reggae.00069.wav,30.00018140589569,0.3625805,0.08895338,0.12571119,0.0014978944,2460.5870772588773,949651.0294643455,2682.9948046566838,178988.8286942411,5286.859343278712,3089676.4729538877,0.08037456798627224,0.0031561929710392294,1.2171269e-06,0.012143,1.1708388e-05,0.002035362,[143.5546875],-142.86499,4467.489,83.64267,992.9743,21.931343,629.2036,33.85721,296.41223,4.630733,291.64304,4.171854,187.22107,1.9529549,123.49357,21.814585,82.82326,-5.948423,83.595894,0.4980753,95.69132,17.418322,83.830345,-11.4282,68.78013,10.545862,71.909065,2.19263,79.47963,1.4132135,52.475506,1.7556381,45.30756,-1.400032,78.63729,2.0191333,49.89625,-1.8894256,55.256454,0.63182926,54.744663
reggae.00041.wav,30.00018140589569,0.37377307,0.09196157,0.11991203,0.0009736812,1930.404808601999,589303.949775757,2205.0965578687246,155248.7753244363,4120.219375362529,2124741.827740679,0.05900574910576179,0.001420406886316518,6.088179e-06,0.011092121,-4.524861e-06,0.0015559322,[143.5546875],-177.4196,4877.2188,89.655815,1031.296,9.641184,730.8347,65.465866,303.0585,-0.99790895,327.33847,15.532966,223.29582,8.030997,131.55074,16.351896,95.620094,0.27241853,89.29927,2.6379747,113.1534,2.8926408,92.1014,0.6466755,66.27971,2.5855825,68.15159,2.8155916,77.16344,-0.4535034,51.896515,2.5316823,49.316948,-1.4034439,81.525375,-1.6494069,53.015903,1.2097185,56.80833,-1.8923705,54.318325
reggae.00055.wav,30.00018140589569,0.46179655,0.08101579,0.1128844,0.0006622878,2525.546955548042,1017046.6048921766,2839.8418167875743,252415.43005823527,5595.360365157338,4947926.868375008,0.08219627622293117,0.0029317131000975915,-0.00028461425,0.006690854,-0.0013580725,0.0038331104,[129.19921875],-130.38496,4248.726,84.30336,1137.385,29.343412,696.17865,23.83001,317.18442,8.26928,144.19077,13.85476,74.44157,2.2300909,63.38928,2.928923,60.950695,2.5831263,46.85568,0.09725007,56.1797,2.3351214,45.983444,2.7418041,31.668728,3.7526884,39.150623,3.7877398,35.213703,2.1326084,54.63635,3.1365461,48.39679,0.1621084,46.167007,2.3912673,48.75339,-4.1235914,49.671288,-1.7652069,45.72675
