filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
hiphop.00022.wav,30.013333333333332,0.43952954,0.08663115,0.17348304,0.0062573752,2025.649761704388,507418.3854621046,2272.7370375092064,145428.78642534907,4603.509054161833,2149936.788763607,0.07539659162316319,0.002545449552464028,-4.5375866e-05,0.012403297,-0.0011200024,0.01347544,[99.38401442],-100.64651,5405.9175,110.216705,854.37396,1.0290091,430.9745,38.75422,271.5628,-14.497625,161.22215,20.640646,153.56937,-18.037575,191.15413,12.566879,113.47777,-14.129199,107.18768,15.096194,121.75399,-9.24337,82.18816,11.397926,57.110607,-9.50886,60.612602,8.637582,62.08166,-7.0989604,55.240936,2.9905367,53.259502,-4.5113316,60.429874,4.692607,52.241806,-4.1138387,63.08042,-2.7817705,61.380554
hiphop.00036.wav,30.648888888888887,0.5177563,0.07946324,0.08996205,0.004079748,2967.1479620344276,1450731.860673879,2556.78709682479,309833.9442478316,5804.4461891867895,3622546.8760689395,0.12188535748106061,0.010135868933356279,5.8582962e-08,0.007453356,4.61966e-05,0.0034276317,[117.45383523],-218.08333,26046.521,40.82961,1784.6635,-14.313482,871.3002,33.910255,464.70993,12.158745,242.64716,13.611059,128.84193,5.877001,106.48157,7.524019,95.86992,5.3885093,78.50425,10.563416,98.83886,4.7587986,86.07031,6.447478,83.128654,6.524984,92.62319,5.527981,84.41914,2.595776,61.9594,-1.6815467,54.924313,-1.6427519,53.746437,3.3167622,62.07541,5.216411,75.9721,4.0430613,119.2321
hiphop.00037.wav,30.648888888888887,0.4091633,0.09800512,0.15857546,0.016957963,3785.438539826745,1735144.5402570984,2835.0966180041437,298714.5887112439,7074.1874001242895,4044434.2456561443,0.21422600023674243,0.01469534115303099,-3.708185e-05,0.0044952948,2.756977e-05,0.033025444,[143.5546875],-95.94046,6769.8887,30.268175,1899.384,2.6401815,1324.7909,12.595183,498.3478,-11.173503,446.2111,-2.2091286,427.19083,-3.686765,259.34915,-7.669314,158.14066,-5.387625,147.69618,-0.7307738,101.11262,-4.0471606,94.72216,-3.0586393,82.867905,-4.9752517,85.405075,-3.2091753,77.461426,-4.2563944,89.93426,-2.6788945,82.86651,-3.5295167,94.96573,-0.41617736,84.74133,-2.9791667,164.1764,2.3001385,149.56842
hiphop.00023.wav,30.013333333333332,0.3810477,0.08254451,0.1904764,0.003100154,2240.2899868283803,250733.01431034185,2193.9809559547048,64418.89431233376,4728.4366050065255,915711.3554608529,0.10665716538573086,0.0012994837034952156,-1.5511941e-05,0.017381651,-0.0003550135,0.010510653,[92.28515625],-44.723373,1259.0405,101.193695,333.5962,-26.262499,198.09209,52.928112,97.98022,-11.71543,141.67946,26.94475,71.07928,-13.282815,87.37356,20.712088,61.048668,-17.486723,50.558025,11.86288,44.839287,-10.666727,47.237232,8.38184,40.87056,-15.426938,37.06045,4.8783975,41.49952,-10.051117,40.722816,4.5640874,48.96519,-1.9918473,38.87483,7.9792347,39.143368,1.2123257,40.73594,1.3652084,45.67312
hiphop.00009.wav,30.013333333333332,0.56058866,0.07546252,0.21565284,0.009976246,2200.1104641148086,982016.19897403,2285.5671614445687,256347.3896181237,4792.170223227233,3396934.119116077,0.09830917983855375,0.007401237535857475,-0.0009943199,0.025955139,-0.0044848975,0.01455948,[103.359375],-94.94585,5016.4004,94.2148,1622.3636,-2.5425854,660.18304,49.543236,290.77194,-6.608906,229.05948,33.220383,169.22412,-7.631567,189.75616,20.948034,95.26172,-8.87092,115.30532,16.786114,98.70073,-5.2582693,101.38949,10.763062,71.093315,-3.474365,58.390118,7.295585,58.120144,-3.4523704,60.670944,3.8399713,58.55381,-3.252921,39.51478,1.7923428,54.400642,0.076545924,70.78916,3.9815254,100.02929
hiphop.00035.wav,30.301133786848073,0.52951264,0.085266925,0.19190107,0.0084654065,2827.45038695498,1105815.2773435938,2834.132128211682,166746.9515613729,6197.057852909483,2940094.551662883,0.103432186901341,0.0089503125474803,-0.00030318016,0.029984862,-0.0011212315,0.008874489,[143.5546875],-100.84442,3069.9888,64.227585,1030.9973,12.814461,745.4534,26.545551,237.95877,12.6584,334.39194,12.176756,127.75513,2.396233,143.05602,18.495611,96.58166,1.5657251,87.917244,12.027026,98.132744,-1.5520722,75.41324,6.7103066,66.762054,3.8736312,65.10782,3.0808942,58.502766,1.7625954,54.60521,4.5654716,42.789,-2.3719351,42.813606,5.4573064,50.113674,2.7904289,44.085125,3.6488392,43.59557
hiphop.00021.wav,30.013333333333332,0.43007925,0.0843509,0.24181975,0.0053703077,2405.8304967073323,521800.9632019427,2268.66717833451,90635.44939800871,4987.576131090487,1326514.0836213487,0.11971916086620263,0.004081600101971847,-5.527801e-05,0.02497956,-0.00034531284,0.018413011,[99.38401442],-27.65653,1445.6082,94.36548,651.2571,-20.578146,481.08047,49.886654,294.28552,-14.699281,250.78134,23.853004,150.36583,-17.633308,122.38827,24.027565,68.16384,-15.8774605,68.14444,16.434723,63.94753,-10.632629,63.085594,13.892767,48.122066,-10.462795,54.43819,8.212202,57.407337,-10.292511,55.301975,5.016802,64.510574,-5.758277,77.41851,10.31377,76.468254,3.622611,95.05652,9.19917,103.608986
hiphop.00020.wav,30.013333333333332,0.49024963,0.08243532,0.17585227,0.0056667905,2678.1366853576524,467459.4017690417,2262.492874269032,93265.76490164478,5267.091429814385,1045048.1720979984,0.1080872667730085,0.0057515089184054695,6.550256e-05,0.026344651,0.00038944828,0.00649354,[117.45383523],-122.26182,4727.6475,50.57139,1042.5221,-27.801025,792.7687,66.58031,484.7203,-6.6053147,295.18234,32.071156,162.51518,-8.241498,244.5466,22.45073,128.85706,-6.9437165,153.7187,21.067606,119.8133,-6.176521,123.051476,13.646001,94.901184,-3.098721,137.7469,8.706402,94.43027,-2.9165342,99.20186,3.6900396,109.2106,0.28579843,175.72551,12.886933,181.6081,14.645563,202.43315,15.36167,225.66493
hiphop.00034.wav,30.281179138321995,0.4711407,0.081767306,0.22744754,0.0028079946,3191.91701574384,257976.003776433,2735.4354316436898,52372.88846118231,6355.537277747845,755796.5616053265,0.1693078753591954,0.0032391507031187105,-7.348344e-05,0.020100776,-0.0012697409,0.015123186,[198.76802885],5.6267824,997.54865,53.15753,299.5033,-9.091201,235.84505,26.983356,145.74945,0.5944695,164.41614,15.572928,74.65515,1.6008065,103.8665,7.68756,62.41008,4.9796963,68.25098,8.549695,66.33592,3.3433354,42.253887,8.50685,47.358307,1.0881996,37.68172,4.908385,34.574802,0.84711295,37.59329,3.3546793,39.413486,-2.9016843,41.137203,2.7760174,43.200706,-1.8038847,51.057724,-0.28592336,55.45031
hiphop.00008.wav,30.013333333333332,0.45361164,0.088030495,0.14181587,0.007851999,3070.8377584674818,894102.021306347,2349.6645267587255,104125.52261609916,5754.494566596578,1577988.7810189144,0.17704972387374324,0.010164961345407189,0.0003700951,0.0151873445,0.0005479647,0.0071633337,[172.265625],-111.1565,6996.4146,55.170074,1338.6516,-18.427658,1237.7944,47.191257,654.3734,-24.79131,556.88324,22.537811,333.2045,-21.141804,336.73007,12.53944,176.13158,-15.870396,158.86855,16.290926,113.05188,-12.56634,112.118355,9.6244955,89.245865,-12.129928,83.77958,4.8603306,97.85745,-2.2085428,85.05463,6.8882775,105.349915,0.4771722,154.50282,12.992372,135.69095,5.9447727,141.39914,5.44095,146.72078
